Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,CHGA,aipysurusLaevis,GO:0043303,mast cell degranulation,"The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell.",BP
Four,CHGA,aipysurusLaevis,GO:0033366,protein localization to secretory granule,"A process in which a protein is transported to, or maintained in, a location within a secretory granule.",BP
Four,CHGA,aipysurusLaevis,GO:0002551,mast cell chemotaxis,The movement of a mast cell in response to an external stimulus.,BP
Four,CHGA,aipysurusLaevis,GO:0033604,negative regulation of catecholamine secretion,"Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of a catecholamine.",BP
Four,CHGA,aipysurusLaevis,GO:0045576,mast cell activation,"The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors.",BP
Four,CHGA,aipysurusLaevis,GO:0050830,defense response to Gram-positive bacterium,Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism.,BP
Four,CHGA,aipysurusLaevis,GO:0030141,secretory granule,"A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules.",CC
Four,ASL,aipysurusLaevis,GO:0004056,argininosuccinate lyase activity,Catalysis of the reaction: N-(L-arginino)succinate = fumarate + L-arginine.,MF
Four,ASL,aipysurusLaevis,GO:0003824,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF
Four,ASL,aipysurusLaevis,GO:0042450,arginine biosynthetic process via ornithine,The chemical reactions and pathways resulting in the formation of arginine (2-amino-5-guanidinopentanoic acid) via the intermediate compound ornithine.,BP
Four,HNF4B,aipysurusLaevis,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC
Four,HNF4B,aipysurusLaevis,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,MF
Four,HNF4B,aipysurusLaevis,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,MF
Four,HNF4B,aipysurusLaevis,GO:0003707,steroid hormone receptor activity,Combining with a steroid hormone and transmitting the signal within the cell to initiate a change in cell activity or function.,MF
Four,HNF4B,aipysurusLaevis,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",MF
Four,HNF4B,aipysurusLaevis,GO:0003700,DNA-binding transcription factor activity,"Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",MF
Four,HNF4B,aipysurusLaevis,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,HNF4B,aipysurusLaevis,GO:0004879,nuclear receptor activity,Combining with a signal and transmitting the signal to the transcriptional machinery by interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence in order to modulate transcription by RNA polymerase II.,MF
Four,OG24151,aipysurusLaevis,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,OG24151,aipysurusLaevis,GO:0005622,intracellular,"The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm.",CC
Four,OG24151,aipysurusLaevis,GO:0003676,nucleic acid binding,Interacting selectively and non-covalently with any nucleic acid.,MF
Four,OG24151,aipysurusLaevis,GO:0003700,DNA-binding transcription factor activity,"Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",MF
Four,TMX3,aipysurusLaevis,GO:0009986,cell surface,The external part of the cell wall and/or plasma membrane.,CC
Four,TMX3,aipysurusLaevis,GO:0016972,thiol oxidase activity,Catalysis of the reaction: 4 R'C(R)SH + O2 = 2 R'C(R)S-S(R)CR' + 2 H2O.,MF
Four,TMX3,aipysurusLaevis,GO:0018171,peptidyl-cysteine oxidation,The oxidation of peptidyl-cysteine to peptidyl-L-cysteine sulfinic acid or peptidyl-L-cysteine sulfenic acid.,BP
Four,TMX3,aipysurusLaevis,GO:0005789,endoplasmic reticulum membrane,The lipid bilayer surrounding the endoplasmic reticulum.,CC
Four,TMX3,aipysurusLaevis,GO:0045454,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.,BP
Four,CIR1,aipysurusLaevis,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC
Four,CIR1,aipysurusLaevis,GO:0016607,nuclear speck,"A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy.",CC
Four,CIR1,aipysurusLaevis,GO:0045892,"negative regulation of transcription, DNA-templated","Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,CIR1,aipysurusLaevis,GO:0019901,protein kinase binding,"Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate.",MF
Four,CIR1,aipysurusLaevis,GO:0032991,protein-containing complex,"A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.",CC
Four,CIR1,aipysurusLaevis,GO:0000122,negative regulation of transcription by RNA polymerase II,"Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II.",BP
Four,CIR1,aipysurusLaevis,GO:0005813,centrosome,"A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle.",CC
Four,CIR1,aipysurusLaevis,GO:0001701,in utero embryonic development,"The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus.",BP
Four,CIR1,aipysurusLaevis,GO:0044877,protein-containing complex binding,Interacting selectively and non-covalently with a macromolecular complex.,MF
Four,CIR1,aipysurusLaevis,GO:0003714,transcription corepressor activity,"A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to repress the transcription of specific genes. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. A third class occludes DNA-binding transcription factor protein-protein interaction domains. A fourth class of corepressors prevents interactions of DNA bound DNA-binding transcription factor with coactivators.",MF
Four,CIR1,aipysurusLaevis,GO:0042826,histone deacetylase binding,Interacting selectively and non-covalently with the enzyme histone deacetylase.,MF
Four,CIR1,aipysurusLaevis,GO:0009055,electron transfer activity,Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.,MF
Four,CIR1,aipysurusLaevis,GO:0020037,heme binding,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",MF
Four,SQSTM1,aipysurusLaevis,GO:0000122,negative regulation of transcription by RNA polymerase II,"Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II.",BP
Four,SQSTM1,aipysurusLaevis,GO:0042802,identical protein binding,Interacting selectively and non-covalently with an identical protein or proteins.,MF
Four,SQSTM1,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,SQSTM1,aipysurusLaevis,GO:0005829,cytosol,"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.",CC
Four,SQSTM1,aipysurusLaevis,GO:0043231,intracellular membrane-bounded organelle,"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",CC
Four,SQSTM1,aipysurusLaevis,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,Any process that modulates I-kappaB kinase/NF-kappaB signaling.,BP
Four,SQSTM1,aipysurusLaevis,GO:0019901,protein kinase binding,"Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate.",MF
Four,SQSTM1,aipysurusLaevis,GO:0019899,enzyme binding,Interacting selectively and non-covalently with any enzyme.,MF
Four,SQSTM1,aipysurusLaevis,GO:0031625,ubiquitin protein ligase binding,"Interacting selectively and non-covalently with a ubiquitin protein ligase enzyme, any of the E3 proteins.",MF
Four,SQSTM1,aipysurusLaevis,GO:0043130,ubiquitin binding,"Interacting selectively and non-covalently with ubiquitin, a protein that when covalently bound to other cellular proteins marks them for proteolytic degradation.",MF
Four,SQSTM1,aipysurusLaevis,GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,Interacting selectively and non-covalently with a protein upon poly-ubiquitination formed by linkages between lysine residues at position 63 in the target protein.,MF
Four,SQSTM1,aipysurusLaevis,GO:0007032,endosome organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of endosomes.",BP
Four,SQSTM1,aipysurusLaevis,GO:0016605,PML body,"A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection.",CC
Four,SQSTM1,aipysurusLaevis,GO:0061635,regulation of protein complex stability,Any process that affects the structure and integrity of a protein complex by altering the likelihood of its assembly or disassembly.,BP
Four,SQSTM1,aipysurusLaevis,GO:0097225,sperm midpiece,"The highly organized segment of the sperm flagellum which begins at the connecting piece and is characterized by the presence of 9 outer dense fibers (ODFs) that lie outside each of the 9 outer axonemal microtubule doublets and by a sheath of mitochondria that encloses the ODFs and the axoneme; the midpiece terminates about one-fourth of the way down the sperm flagellum at the annulus, which marks the beginning of the principal piece.",CC
Four,SQSTM1,aipysurusLaevis,GO:0031397,negative regulation of protein ubiquitination,"Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of ubiquitin groups to a protein.",BP
Four,SQSTM1,aipysurusLaevis,GO:0042169,SH2 domain binding,"Interacting selectively and non-covalently with a SH2 domain (Src homology 2) of a protein, a protein domain of about 100 amino-acid residues and belonging to the alpha + beta domain class.",MF
Four,SQSTM1,aipysurusLaevis,GO:0005776,autophagosome,A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy.,CC
Four,SQSTM1,aipysurusLaevis,GO:0000423,mitophagy,The selective autophagy process in which a mitochondrion is degraded by macroautophagy.,BP
Four,SQSTM1,aipysurusLaevis,GO:0006914,autophagy,The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation.,BP
Four,SQSTM1,aipysurusLaevis,GO:0000932,P-body,"A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing.",CC
Four,SQSTM1,aipysurusLaevis,GO:0044754,autolysosome,A type of secondary lysosome in which a primary lysosome has fused with the outer membrane of an autophagosome. It is involved in the second step of autophagy in which it degrades contents with acidic lysosomal hydrolases.,CC
Four,SQSTM1,aipysurusLaevis,GO:0000407,phagophore assembly site,Punctate structures proximal to the endoplasmic reticulum which are the sites where the Atg machinery assembles upon autophagy induction.,CC
Four,SQSTM1,aipysurusLaevis,GO:0005080,protein kinase C binding,Interacting selectively and non-covalently with protein kinase C.,MF
Four,SQSTM1,aipysurusLaevis,GO:0016234,inclusion body,A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers.,CC
Four,SQSTM1,aipysurusLaevis,GO:0044753,amphisome,Intermediate organelles formed during macroautophagy through the fusion between autophagosomes and endosomes.,CC
Four,SQSTM1,aipysurusLaevis,GO:0016236,macroautophagy,"The major inducible pathway for the general turnover of cytoplasmic constituents in eukaryotic cells, it is also responsible for the degradation of active cytoplasmic enzymes and organelles during nutrient starvation. Macroautophagy involves the formation of double-membrane-bounded autophagosomes which enclose the cytoplasmic constituent targeted for degradation in a membrane-bounded structure.  Autophagosomes then fuse with a lysosome (or vacuole) releasing single-membrane-bounded autophagic bodies that are then degraded within the lysosome (or vacuole). Some types of macroautophagy, e.g. pexophagy, mitophagy, involve selective targeting of the targets to be degraded.",BP
Four,SQSTM1,aipysurusLaevis,GO:0035973,aggrephagy,Selective degradation of protein aggregates by macroautophagy.,BP
Four,SQSTM1,aipysurusLaevis,GO:0098780,response to mitochondrial depolarisation,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) in response to the depolarization of one or more mitochondria.",BP
Four,SQSTM1,aipysurusLaevis,GO:0035255,ionotropic glutamate receptor binding,Interacting selectively and non-covalently with an ionotropic glutamate receptor. Ionotropic glutamate receptors bind glutamate and exert an effect through the regulation of ion channels.,MF
Four,SQSTM1,aipysurusLaevis,GO:0061912,selective autophagy,The macroautophagy process in which specific structures are targeted by the autophagy process.,BP
Four,SQSTM1,aipysurusLaevis,GO:0016235,aggresome,An inclusion body formed by dynein-dependent retrograde transport of an aggregated protein on microtubules.,CC
Four,SQSTM1,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,SQSTM1,aipysurusLaevis,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,MF
Four,ASB16,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,ASB16,aipysurusLaevis,GO:0035556,intracellular signal transduction,"The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell.",BP
Four,DCAF12,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,DCAF12,aipysurusLaevis,GO:0005813,centrosome,"A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle.",CC
Four,DCAF12,aipysurusLaevis,GO:0080008,Cul4-RING E3 ubiquitin ligase complex,A ubiquitin ligase complex in which a cullin from the Cul4 family and a RING domain protein form the catalytic core; substrate specificity is conferred by an adaptor protein.,CC
Four,DCAF12,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,OG24501,aipysurusLaevis,GO:0005506,iron ion binding,Interacting selectively and non-covalently with iron (Fe) ions.,MF
Four,OG24501,aipysurusLaevis,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor.",MF
Four,OG24501,aipysurusLaevis,GO:0020037,heme binding,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",MF
Four,OG24501,aipysurusLaevis,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced flavin or flavoprotein and one other donor, and one atom of oxygen is incorporated into one donor.",MF
Four,OG24501,aipysurusLaevis,GO:0055114,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",BP
Four,FRY,aipysurusLaevis,GO:0004857,enzyme inhibitor activity,"Binds to and stops, prevents or reduces the activity of an enzyme.",MF
Four,FRY,aipysurusLaevis,GO:0000902,cell morphogenesis,The developmental process in which the size or shape of a cell is generated and organized.,BP
Four,COL12A1,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,COL12A1,aipysurusLaevis,GO:0035987,endodermal cell differentiation,"The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo.",BP
Four,COL12A1,aipysurusLaevis,GO:0005595,collagen type XII trimer,A collagen homotrimer of alpha1(XII) chains; type XII collagen triple helices may link sheet-forming or fibrillar collagens to other structures.,CC
Four,COL12A1,aipysurusLaevis,GO:0062023,collagen-containing extracellular matrix,"An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells.",CC
Four,COL12A1,aipysurusLaevis,GO:0030199,collagen fibril organization,Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix.,BP
Four,RTN4RL1,aipysurusLaevis,GO:0046658,anchored component of plasma membrane,"The component of the plasma membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group, that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.",CC
Four,RTN4RL1,aipysurusLaevis,GO:0038023,signaling receptor activity,Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response.,MF
Four,RTN4RL1,aipysurusLaevis,GO:0009986,cell surface,The external part of the cell wall and/or plasma membrane.,CC
Four,RTN4RL1,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,RTN4RL1,aipysurusLaevis,GO:0008201,heparin binding,"Interacting selectively and non-covalently with heparin, any member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells and which consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues.",MF
Four,RTN4RL1,aipysurusLaevis,GO:0010977,negative regulation of neuron projection development,"Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).",BP
Four,RTN4RL1,aipysurusLaevis,GO:0048681,negative regulation of axon regeneration,"Any process that stops, prevents, or reduces the frequency, rate or extent of axon regeneration.",BP
Four,RTN4RL1,aipysurusLaevis,GO:0035374,chondroitin sulfate binding,"Interacting selectively and non-covalently with chondroitin sulfate, a glycosaminoglycan made up of two alternating monosaccharides: D-glucuronic acid (GlcA) and N-acetyl-D-galactosamine (GalNAc).",MF
Four,RTN4RL1,aipysurusLaevis,GO:0022038,corpus callosum development,"The process whose specific outcome is the progression of the corpus callosum over time, from its formation to the mature structure. The corpus callosum is a thick bundle of nerve fibers comprising a commissural plate connecting the two cerebral hemispheres. It consists of contralateral axon projections that provide communication between the right and left cerebral hemispheres.",BP
Four,MAP2K7,aipysurusLaevis,GO:0070374,positive regulation of ERK1 and ERK2 cascade,"Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade.",BP
Four,MAP2K7,aipysurusLaevis,GO:0019901,protein kinase binding,"Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate.",MF
Four,MAP2K7,aipysurusLaevis,GO:0051973,positive regulation of telomerase activity,"Any process that activates or increases the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1).",BP
Four,MAP2K7,aipysurusLaevis,GO:0045893,"positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,MAP2K7,aipysurusLaevis,GO:0019899,enzyme binding,Interacting selectively and non-covalently with any enzyme.,MF
Four,MAP2K7,aipysurusLaevis,GO:0032212,positive regulation of telomere maintenance via telomerase,"Any process that activates or increases the frequency, rate or extent of the addition of telomeric repeats by telomerase.",BP
Four,MAP2K7,aipysurusLaevis,GO:0000287,magnesium ion binding,Interacting selectively and non-covalently with magnesium (Mg) ions.,MF
Four,MAP2K7,aipysurusLaevis,GO:0009411,response to UV,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers.",BP
Four,MAP2K7,aipysurusLaevis,GO:0004708,MAP kinase kinase activity,Catalysis of the concomitant phosphorylation of threonine (T) and tyrosine (Y) residues in a Thr-Glu-Tyr (TEY) thiolester sequence in a MAP kinase (MAPK) substrate.,MF
Four,MAP2K7,aipysurusLaevis,GO:0006970,response to osmotic stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell.",BP
Four,MAP2K7,aipysurusLaevis,GO:0009408,response to heat,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",BP
Four,MAP2K7,aipysurusLaevis,GO:0051403,stress-activated MAPK cascade,A series of molecular signals in which a stress-activated MAP kinase cascade relays one or more of the signals; MAP kinase cascades involve at least three protein kinase activities and culminate in the phosphorylation and activation of a MAP kinase.,BP
Four,MAP2K7,aipysurusLaevis,GO:0034612,response to tumor necrosis factor,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus.",BP
Four,MAP2K7,aipysurusLaevis,GO:0006468,protein phosphorylation,The process of introducing a phosphate group on to a protein.,BP
Four,MAP2K7,aipysurusLaevis,GO:0004672,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",MF
Four,MAP2K7,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,RMND1,aipysurusLaevis,GO:0005739,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",CC
Four,RMND1,aipysurusLaevis,GO:0070131,positive regulation of mitochondrial translation,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA in a mitochondrion.",BP
Four,SYT1,aipysurusLaevis,GO:0007269,neurotransmitter secretion,The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission.,BP
Four,SYT1,aipysurusLaevis,GO:0008021,synaptic vesicle,"A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane.",CC
Four,SYT1,aipysurusLaevis,GO:0005544,calcium-dependent phospholipid binding,"Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester, in the presence of calcium.",MF
Four,SYT1,aipysurusLaevis,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC
Four,SYT1,aipysurusLaevis,GO:0043025,neuronal cell body,"The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites.",CC
Four,SYT1,aipysurusLaevis,GO:0046982,protein heterodimerization activity,Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.,MF
Four,SYT1,aipysurusLaevis,GO:0005509,calcium ion binding,Interacting selectively and non-covalently with calcium ions (Ca2+).,MF
Four,SYT1,aipysurusLaevis,GO:0048471,perinuclear region of cytoplasm,"Cytoplasm situated near, or occurring around, the nucleus.",CC
Four,SYT1,aipysurusLaevis,GO:0043005,neuron projection,"A prolongation or process extending from a nerve cell, e.g. an axon or dendrite.",CC
Four,SYT1,aipysurusLaevis,GO:0000149,SNARE binding,Interacting selectively and non-covalently with a SNARE (soluble N-ethylmaleimide-sensitive factor attached protein receptor) protein.,MF
Four,SYT1,aipysurusLaevis,GO:0001786,phosphatidylserine binding,"Interacting selectively and non-covalently with phosphatidylserine, a class of glycophospholipids in which a phosphatidyl group is esterified to the hydroxyl group of L-serine.",MF
Four,SYT1,aipysurusLaevis,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding","Interacting selectively and non-covalently with phosphatidylinositol-4,5-bisphosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4' and 5' positions.",MF
Four,SYT1,aipysurusLaevis,GO:0017158,regulation of calcium ion-dependent exocytosis,"Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis.",BP
Four,SYT1,aipysurusLaevis,GO:0031045,dense core granule,Electron-dense organelle with a granular internal matrix; contains proteins destined to be secreted.,CC
Four,SYT1,aipysurusLaevis,GO:0099066,integral component of neuronal dense core vesicle membrane,The component of the neuronal dense core vesicle membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC
Four,SMAP2,aipysurusLaevis,GO:0005096,GTPase activator activity,"Binds to and increases the activity of a GTPase, an enzyme that catalyzes the hydrolysis of GTP.",MF
Four,SLC35A5,aipysurusLaevis,GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,The process in which a pyrimidine nucleotide-sugar is transported across a membrane. Pyrimidine nucleotide-sugars are pyrimidine nucleotides in glycosidic linkage with a monosaccharide or monosaccharide derivative.,BP
Four,SLC35A5,aipysurusLaevis,GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,Enables the transfer of a pyrimidine nucleotide-sugar from one side of a membrane to the other. Pyrimidine nucleotide-sugars are pyrimidine nucleotides in glycosidic linkage with a monosaccharide or monosaccharide derivative.,MF
Four,SLC35A5,aipysurusLaevis,GO:0000139,Golgi membrane,The lipid bilayer surrounding any of the compartments of the Golgi apparatus.,CC
Four,SLC35A5,aipysurusLaevis,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC
Four,RAPSN,aipysurusLaevis,GO:0043495,protein-membrane adaptor activity,"The binding activity of a molecule that brings together a protein or a protein complex with a membrane, or bringing together two membranes, either via membrane lipid binding or by interacting with a membrane protein, to establish or maintain the localization of the protein, protein complex or organelle.",MF
